drug_name,virus,protein,ic50_nm,ki_nm,kd_nm,binding_energy,smiles,source,pic50,mol_weight,logP
Remdesivir_variant_10,SARS-CoV-2,RNA polymerase,117.51352470552618,56.05457858927414,99.06382892866212,-8.578928662411894,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,6.929912147290439,780,11.1
Remdesivir_variant_11,SARS-CoV-2,RNA polymerase,73.28950046962528,89.26698366646323,117.81015534328567,-7.760100231733842,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,7.134958238383645,780,11.1
Remdesivir_variant_12,SARS-CoV-2,RNA polymerase,76.26222804429635,82.11941009098527,145.02443060024706,-8.53646422263299,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,7.117690510717104,780,11.1
Remdesivir_variant_13,SARS-CoV-2,RNA polymerase,106.81429560723808,62.6378644637539,137.28853799503293,-7.93228302244365,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,6.9713706191439835,780,11.1
Remdesivir_variant_14,SARS-CoV-2,RNA polymerase,118.6546958093047,91.87199740224739,125.08589399633361,-8.289904080076923,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,6.925715069720437,780,11.1
Remdesivir_variant_15,SARS-CoV-2,RNA polymerase,81.27838978161532,80.67297276011655,131.7453973875323,-7.753308998150215,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Literature,7.090024908848125,780,11.1
Nirmatrelvir,SARS-CoV-2,3CL protease,3.1,2.5,3.8,-9.5,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.508638306165727,700,10.3
Nirmatrelvir_variant_1,SARS-CoV-2,3CL protease,3.756669646600045,2.7959757855674923,4.84980758250597,-9.415742864876831,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.425196994174502,700,10.3
Nirmatrelvir_variant_2,SARS-CoV-2,3CL protease,2.5491584823934565,1.9928030146990936,4.108197007587625,-9.894895693002516,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.5936031633972,700,10.3
Nirmatrelvir_variant_3,SARS-CoV-2,3CL protease,3.2698980893248284,2.2432422342991094,3.44624855762152,-9.023819042383298,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.485465782487593,700,10.3
Nirmatrelvir_variant_4,SARS-CoV-2,3CL protease,2.2710567074618826,3.198556964624104,3.076363463538484,-9.591395150149404,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.643772021469255,700,10.3
Nirmatrelvir_variant_5,SARS-CoV-2,3CL protease,3.341008664618884,3.2110999561241185,3.3459243227004984,-9.957917797462388,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.476122398054988,700,10.3
Nirmatrelvir_variant_6,SARS-CoV-2,3CL protease,3.0850436310063056,1.9230935426470306,4.15861735452451,-9.425689735099118,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.51073868946825,700,10.3
Nirmatrelvir_variant_7,SARS-CoV-2,3CL protease,2.9615821622069562,1.9812825207159719,3.504337895977015,-9.300516493764983,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.528476214365893,700,10.3
Nirmatrelvir_variant_8,SARS-CoV-2,3CL protease,2.8639218549297083,2.826686145837159,3.2891183521587433,-9.803149971709184,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.543038836376692,700,10.3
Nirmatrelvir_variant_9,SARS-CoV-2,3CL protease,2.7122043292082636,2.2350388283446425,3.761237761788277,-9.191115263113717,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.566677595149779,700,10.3
Nirmatrelvir_variant_10,SARS-CoV-2,3CL protease,2.52283350919669,2.14352744149383,3.828547802077546,-9.07980870166541,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.598111409182378,700,10.3
Nirmatrelvir_variant_11,SARS-CoV-2,3CL protease,4.01403725998305,1.8181391229881174,3.9731308203074764,-9.848888949705948,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.396418600525681,700,10.3
Nirmatrelvir_variant_12,SARS-CoV-2,3CL protease,3.801429867191793,1.850424188609133,3.9552819229732377,-9.156514693471351,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.42005301742833,700,10.3
Nirmatrelvir_variant_13,SARS-CoV-2,3CL protease,2.882403883045186,2.2035013343830685,3.9159740480548564,-9.671021700038354,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.540245165823054,700,10.3
Nirmatrelvir_variant_14,SARS-CoV-2,3CL protease,2.8231618426402854,2.889540642020838,2.880347861650924,-9.191170538396765,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.549264224456374,700,10.3
Nirmatrelvir_variant_15,SARS-CoV-2,3CL protease,3.422834754382121,2.141013908336484,4.82019839513983,-9.041195614502218,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,ChEMBL,8.46561406697147,700,10.3
Molnupiravir,SARS-CoV-2,RNA polymerase,50.0,40.0,60.0,-8.8,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.301029995663981,430,4.4
Molnupiravir_variant_1,SARS-CoV-2,RNA polymerase,38.11694486247964,40.29415760357823,61.883465248707815,-8.528323203399106,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.418881916075131,430,4.4
Molnupiravir_variant_2,SARS-CoV-2,RNA polymerase,42.46267728071305,31.913602796472556,70.21115720308418,-8.491476611158522,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.3719926269485345,430,4.4
Molnupiravir_variant_3,SARS-CoV-2,RNA polymerase,43.00720851528158,38.455300535561236,48.60293220702751,-9.297295968601984,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.366458745442959,430,4.4
Molnupiravir_variant_4,SARS-CoV-2,RNA polymerase,39.06240715620276,31.763394011919154,70.08309813182711,-8.910674978717681,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.408240997544726,430,4.4
Molnupiravir_variant_5,SARS-CoV-2,RNA polymerase,40.05563514620496,31.20131183799231,64.7013981870422,-9.165392078662924,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.397336377438775,430,4.4
Molnupiravir_variant_6,SARS-CoV-2,RNA polymerase,36.70468218020949,28.54579385586167,47.63953008885663,-9.100970434494652,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.435278532060554,430,4.4
Molnupiravir_variant_7,SARS-CoV-2,RNA polymerase,49.05550910727201,46.842457184399734,58.97635213696132,-8.533472180563798,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.309312212737935,430,4.4
Molnupiravir_variant_8,SARS-CoV-2,RNA polymerase,58.56577740296722,51.75345840327487,44.37970565287652,-9.023720837849663,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.232356087508653,430,4.4
Molnupiravir_variant_9,SARS-CoV-2,RNA polymerase,56.941882344391544,49.5814638252928,45.97560774708972,-8.353756062717393,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.244568180352568,430,4.4
Molnupiravir_variant_10,SARS-CoV-2,RNA polymerase,50.49981728352566,40.559047911626806,66.82844870337043,-8.308489196394492,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.296710193225896,430,4.4
Molnupiravir_variant_11,SARS-CoV-2,RNA polymerase,57.83769799933718,35.83829661394183,51.98816444874305,-8.658440794009172,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.237789000742579,430,4.4
Molnupiravir_variant_12,SARS-CoV-2,RNA polymerase,38.75337871342578,32.30594094174083,48.96456034552162,-8.516892495304788,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.411690427541435,430,4.4
Molnupiravir_variant_13,SARS-CoV-2,RNA polymerase,45.503688696177896,40.22282564470737,66.30558001862035,-8.457693640166244,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.341953396409646,430,4.4
Molnupiravir_variant_14,SARS-CoV-2,RNA polymerase,44.08260967734522,35.79619658292713,75.77569473260935,-9.171137755282624,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.355732703291427,430,4.4
Molnupiravir_variant_15,SARS-CoV-2,RNA polymerase,46.96429160150914,46.61758367758569,64.9000670370957,-8.379007547685388,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,Literature,7.328232224075319,430,4.4
Chloroquine,SARS-CoV-2,Spike,23000.0,20000.0,25000.0,-5.2,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.638272163982407,380,9.5
Chloroquine_variant_1,SARS-CoV-2,Spike,18155.901001447997,22342.6652457162,32175.844948722042,-5.5119700077662594,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.740982193997159,380,9.5
Chloroquine_variant_2,SARS-CoV-2,Spike,24975.753065606834,19555.615755845804,18440.429564655304,-4.825033274165432,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.602481408114717,380,9.5
Chloroquine_variant_3,SARS-CoV-2,Spike,22387.957297852765,15769.18935351014,27170.783186737484,-4.835200710138709,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.649985530125349,380,9.5
Chloroquine_variant_4,SARS-CoV-2,Spike,21866.48426140631,15586.226089012476,18121.648936524507,-4.967491822294174,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.66022103811512,380,9.5
Chloroquine_variant_5,SARS-CoV-2,Spike,27859.78747508124,24053.789451076274,28817.95224152909,-5.373688821630324,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.555022200860782,380,9.5
Chloroquine_variant_6,SARS-CoV-2,Spike,26451.97526769224,15955.025593738352,23474.17913541258,-4.9682955575718,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.57754189202846,380,9.5
Chloroquine_variant_7,SARS-CoV-2,Spike,22673.676948720302,14023.689099230518,22242.17180658466,-5.258439583530809,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.644478045420415,380,9.5
Chloroquine_variant_8,SARS-CoV-2,Spike,26953.548464998796,19426.233274316593,22586.421256934973,-4.838358492766598,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.569384051355856,380,9.5
Chloroquine_variant_9,SARS-CoV-2,Spike,29286.499920270602,19856.54770185894,29329.91082274694,-4.768648504804859,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.533332528493952,380,9.5
Chloroquine_variant_10,SARS-CoV-2,Spike,20253.309490811618,16964.74198354177,31395.027025887633,-4.808396561722236,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.693504000787063,380,9.5
Chloroquine_variant_11,SARS-CoV-2,Spike,24934.175778953013,23439.61488133654,18445.94782729437,-5.045123303373097,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.603204983193312,380,9.5
Chloroquine_variant_12,SARS-CoV-2,Spike,16574.639746907327,19791.084126704194,31517.11388170486,-5.230794134108645,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.78055590229758,380,9.5
Chloroquine_variant_13,SARS-CoV-2,Spike,27133.677739855593,19509.02451077996,28418.018714506437,-4.752816100186627,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.566491337315613,380,9.5
Chloroquine_variant_14,SARS-CoV-2,Spike,16933.88662999828,20122.261943291862,29326.935897710533,-5.143697251897752,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.771243352095425,380,9.5
Chloroquine_variant_15,SARS-CoV-2,Spike,16164.166706466858,25851.312278103178,20352.679205071705,-5.097718544827865,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Literature,4.791446679181796,380,9.5
Oseltamivir,Influenza,Neuraminidase,10.7,8.5,12.0,-9.2,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.97061622231479,840,8.6
Oseltamivir_variant_1,Influenza,Neuraminidase,13.151424484395159,6.423604697231275,11.118820968633742,-8.730253598812798,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.881027204420828,840,8.6
Oseltamivir_variant_2,Influenza,Neuraminidase,7.554850858712464,6.83254520686937,9.904210796496471,-9.242722953385528,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.121774104703848,840,8.6
Oseltamivir_variant_3,Influenza,Neuraminidase,9.48834976153801,9.074662710680627,11.411707443862028,-9.001818630718715,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.022809314630505,840,8.6
Oseltamivir_variant_4,Influenza,Neuraminidase,13.55749159544418,10.502391772214267,11.317052673085595,-9.616713963068664,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.867820656120119,840,8.6
Oseltamivir_variant_5,Influenza,Neuraminidase,11.508428549353429,6.343338534835685,9.15110372251278,-9.478907721506278,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.938983974279619,840,8.6
Oseltamivir_variant_6,Influenza,Neuraminidase,12.10287808999235,6.959028917192131,9.360083365711766,-9.059735980975034,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.91711134125617,840,8.6
Oseltamivir_variant_7,Influenza,Neuraminidase,7.76601157011314,10.792709651774334,10.51457852532522,-9.610564335552473,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.109801966760285,840,8.6
Oseltamivir_variant_8,Influenza,Neuraminidase,12.342977815900642,7.915131885253991,11.712063509657003,-9.571527243213776,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.908580051567018,840,8.6
Oseltamivir_variant_9,Influenza,Neuraminidase,9.178278033818032,8.889858977453727,14.070808805384278,-9.10579656670718,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.037238790537193,840,8.6
Oseltamivir_variant_10,Influenza,Neuraminidase,7.697797906641725,8.716289281653294,14.181021188659603,-9.64484059653055,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.113633494797991,840,8.6
Oseltamivir_variant_11,Influenza,Neuraminidase,12.044826904477564,9.56272578905097,9.540291972073357,-8.957894598619324,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.919199436842092,840,8.6
Oseltamivir_variant_12,Influenza,Neuraminidase,10.390613486857479,9.230472738440616,13.406754507782896,-8.835337028809075,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.9833588098931285,840,8.6
Oseltamivir_variant_13,Influenza,Neuraminidase,8.55166367843959,7.202669856955916,13.943169409453795,-9.108394739868476,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,8.067949387484731,840,8.6
Oseltamivir_variant_14,Influenza,Neuraminidase,11.602326366498188,9.090369518113244,14.107853828564386,-9.058955594870572,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.935454922252691,840,8.6
Oseltamivir_variant_15,Influenza,Neuraminidase,13.568138485683939,9.111075591889913,11.710151910613254,-9.51939302539001,CCCC1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2CO)O)O)O,ChEMBL,7.8674797323587775,840,8.6
Zanamivir,Influenza,Neuraminidase,2.5,2.0,3.0,-10.1,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.602059991327963,650,3.4
Zanamivir_variant_1,Influenza,Neuraminidase,2.758280671572026,2.2787997069798545,2.50654305637412,-10.409548024966549,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.559361543847979,650,3.4
Zanamivir_variant_2,Influenza,Neuraminidase,2.710096071842056,1.4498113003970328,3.0829263707555055,-9.824428437482991,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.567015313283777,650,3.4
Zanamivir_variant_3,Influenza,Neuraminidase,1.8189118503114867,1.6225276368710768,3.493469018216051,-10.568673667587804,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.74018834758354,650,3.4
Zanamivir_variant_4,Influenza,Neuraminidase,2.512442148671931,1.7504574316998336,3.069361555324578,-10.4096641948588,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.599903929492571,650,3.4
Zanamivir_variant_5,Influenza,Neuraminidase,1.8101456483432776,2.2064697048686717,2.976804167997365,-10.24062452680753,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.742286479425331,650,3.4
Zanamivir_variant_6,Influenza,Neuraminidase,3.019036549337234,2.500455979659663,2.7136098832378965,-10.209365145443106,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.520131629249379,650,3.4
Zanamivir_variant_7,Influenza,Neuraminidase,2.2599675186998196,1.5653977802795713,2.1487759789342635,-9.91659077260214,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.64589780268924,650,3.4
Zanamivir_variant_8,Influenza,Neuraminidase,2.521727758280962,1.5302145169580332,3.6807073070038103,-9.83159401536547,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.598301800973967,650,3.4
Zanamivir_variant_9,Influenza,Neuraminidase,2.535446610387533,1.794208073730726,2.2971523479690834,-10.154089962525003,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.595945530080892,650,3.4
Zanamivir_variant_10,Influenza,Neuraminidase,2.5835995192500496,1.683886893496402,2.5723466919502807,-9.60906532486044,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.587774804941347,650,3.4
Zanamivir_variant_11,Influenza,Neuraminidase,2.747227865030952,1.7815090232279571,3.4575763689946117,-10.586425821253268,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.5611053171279,650,3.4
Zanamivir_variant_12,Influenza,Neuraminidase,3.141036283516243,2.2739292174838015,3.2767783679607043,-9.664054170350907,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.50292704684254,650,3.4
Zanamivir_variant_13,Influenza,Neuraminidase,1.896826516139582,1.980414717529719,2.601184375953745,-10.391564459407515,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.721972387892896,650,3.4
Zanamivir_variant_14,Influenza,Neuraminidase,2.3245243164046436,1.9209207413701874,2.728117422448872,-10.119098223508537,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.633665906385552,650,3.4
Zanamivir_variant_15,Influenza,Neuraminidase,2.3721413541854424,1.6776366570198673,2.326711912260917,-10.176646048053302,C[C@@H]1O[C@H]([C@H]([C@@H](O1)CO)O)[C@@H]2NC(=O)[C@H](CC(=O)O)N2,ChEMBL,8.62485943524301,650,3.4
Peramivir,Influenza,Neuraminidase,0.9,0.7,1.1,-10.8,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.045757490560675,320,3.8
Peramivir_variant_1,Influenza,Neuraminidase,0.8702257121348204,0.7519050336666825,1.108032866878898,-10.526305485008672,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.060368088966422,320,3.8
