name,smiles,mol_weight,logP,c_count,n_count,o_count,rings,aromatic,heavy_atoms,double_bonds,binding_energy,kd,ic50,docking_score,absorption,ppb,clearance,half_life,ames_score,herg_ic50,rmsd,mm_pbsa,overall_score
Molnupiravir_0,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,338.3482271548096,-0.40288974004742295,13,3,7,4,1,23,4,-9.365094983105102,0.4396147495523232,30.22885404201034,-10.597010870360748,45.50383608684835,38.73928546852836,9.509979803812389,7.130660508564857,0.28629250493860525,27.147392576986363,0.909710089119272,-39.301265573533854,65.89491037223605
Molnupiravir_1,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,322.3259879263707,-0.5535085948819759,13,3,7,4,1,23,4,-9.290629636397675,1.4031466521197693,42.267465846171504,-10.540145657400645,34.83396693457862,50.93077978638945,6.684545745920897,8.247924022289514,0.390358312712256,21.64364315404655,1.0324346007702652,-47.785926896727304,61.574964939191474
Molnupiravir_2,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,332.3861553850544,-0.8074823061811361,13,3,7,4,1,23,4,-8.934449348570823,1.5071684490746002,42.89071569201373,-9.89346418656954,40.20930941998565,42.55631068514008,6.15905671112343,2.8847544300691235,0.3628115811959614,27.77346504212372,0.9362847723704646,-37.35188114910317,63.432514992923
Molnupiravir_3,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,343.35546686067426,-0.9830779948437224,13,3,7,4,1,23,4,-8.252864481697067,1.3170115062255914,27.81709449763423,-9.538274901838195,48.70392038578659,40.0190600155111,10.275017245729556,4.069449429348298,0.40236669137127123,28.301807641151324,0.8655081021180849,-42.99542651713029,58.06783973147273
Molnupiravir_4,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,341.68444621914057,-0.4898866053208193,13,3,7,4,1,23,4,-8.214239120029138,1.0685352270208586,54.03239096643124,-9.096621242024154,37.01696281899434,49.81600084756422,9.002226155338,2.230434404338754,0.3845560346840808,28.65199524833008,1.2142034169511262,-33.33794621994204,53.59236277296246
Molnupiravir_5,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,332.44120563984694,-1.264057726203258,13,3,7,4,1,23,4,-9.260608477870155,1.6031941621680403,37.03989595443751,-10.259698701057836,36.74712480042439,53.153324085545336,12.234296920541798,6.424378526986405,0.39923622923195656,25.14778016429576,1.0646603422544725,-46.65655998416848,58.79639125673071
Molnupiravir_6,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,330.9354048644043,-0.6625700985017935,13,3,7,4,1,23,4,-8.65839702719869,1.0473002853946982,28.047850085131373,-9.603897070857284,39.076590671052834,57.297804775738925,9.020440057286388,2.360885444141388,0.33090148120366825,29.127248138595846,0.6479701591249245,-39.301295160884884,62.7158734018659
Molnupiravir_7,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,315.56748170684347,-1.0497571018354046,13,3,7,4,1,23,4,-9.049137000583993,1.6971114525271354,37.23821393204781,-10.155363116819245,38.178248261970914,43.2919082818529,11.384900004388673,2.9313335231345987,0.36092984459332167,28.428806258778973,1.1072697082218368,-47.948030037614856,61.752351558060724
Molnupiravir_8,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,328.9746350046733,-0.8265282292194344,13,3,7,4,1,23,4,-8.78383999705918,1.305227217383427,42.99409506870925,-9.915879658891615,52.04703098506317,56.845922084409175,4.26949010213796,3.5479068542674974,0.43001222412599777,23.57817928038202,0.9939538285909095,-37.01218972109004,57.25756547244784
Molnupiravir_9,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,312.1327498960172,-0.6575807217936844,13,3,7,4,1,23,4,-8.219802804865022,0.884110807190293,32.52638937589494,-9.150292746033692,41.138623219691,45.06584410642413,9.219821731858275,7.3989215781322315,0.29487355910769464,31.061512151476983,0.8920797780626251,-43.53675447469985,66.01425883212288
Nirmatrelvir_0,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,513.2950124387781,1.7232719357358262,23,5,4,4,1,32,4,-8.179766965812433,2.1119967052435284,57.599209656998305,-9.134482459086906,37.09258408072676,72.0874760093852,1.0,8.739574400954996,0.35907741191488746,33.62469739736688,0.9753092120298882,-43.832565462352704,56.48577106125097
Nirmatrelvir_1,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,519.120205680027,2.1126176769114267,23,5,4,4,1,32,4,-9.361702723883404,1.6561154954934332,24.716593104866252,-10.243660424664913,26.697495326705837,89.186799003466,1.0,14.26947423767792,0.39814810876284723,27.955448527740284,0.663860551746739,-41.710342869917305,55.66486979831887
Nirmatrelvir_2,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,517.5242858775023,2.2734378881232864,23,5,4,4,1,32,4,-8.698027128689175,2.3979527744463285,33.622141610120714,-9.439572733327037,28.0740939838639,90.78021481589752,1.0,14.270769272001278,0.4319406070243831,31.35544393795961,1.0696845349540305,-44.34344229772398,50.89592110721736
Nirmatrelvir_3,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,497.1612200549351,2.5877041827583,23,5,4,4,1,32,4,-9.0877558182547,1.906001616300813,31.718430867922585,-10.19055709103275,28.51178472816158,91.25488698800054,1.0,13.891989634104311,0.39808394212988063,31.222441480040914,0.5764358976415156,-43.97200048205016,52.07117307274265
Nirmatrelvir_4,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,510.5858766370975,2.258404249735805,23,5,4,4,1,32,4,-8.666372518828119,1.4089338579747421,25.709667282113436,-9.509466139797636,25.051398022167845,83.93949769193529,1.0,11.629863649257741,0.3431147513857505,32.19962832085912,0.4322560716093969,-49.70280894719525,53.7901917811892
Nirmatrelvir_5,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,490.9284834512744,2.5685991281894607,23,5,4,4,1,32,4,-8.776333013870465,2.5928649109754374,24.437899292246055,-9.78075795129595,28.095264241440766,81.84189491206088,1.0,13.28918712067618,0.3253051194890505,33.348814628393264,1.32100502320725,-43.64913279776615,56.53587410021841
Nirmatrelvir_6,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,502.872572476924,2.6011580104909893,23,5,4,4,1,32,4,-8.47539375777918,2.6781671424942504,20.476178987592654,-9.193466461754596,30.282962409052086,82.09073920625436,1.0,11.097730432289067,0.3678921753796138,33.26342173641037,1.3115733944495536,-37.10522090069069,59.70794438446275
Nirmatrelvir_7,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,518.4757923066467,2.6862107444796033,23,5,4,4,1,32,4,-8.208169570512187,1.654778117721679,58.006459363062355,-8.974011300177636,25.325762185559753,99.0,1.0,10.96430631563845,0.3366970343944655,22.775845674189345,0.7318650149701624,-44.62834158981724,50.20486832651383
Nirmatrelvir_8,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,496.09278009350663,1.9734070719307064,23,5,4,4,1,32,4,-9.187242571029618,2.037477882849514,32.37110465145311,-9.998965559205448,24.67042664325821,85.92535337205204,1.0,16.306667531708708,0.425638672702731,29.394725963009755,0.326697512721256,-37.97960841329141,53.2613184077596
Nirmatrelvir_9,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,488.64571222013853,2.371700684405857,23,5,4,4,1,32,4,-8.224563244976391,2.530416897715913,52.506040365203106,-8.924732641004713,35.35158155986731,82.03194959774547,1.0,11.743619057041514,0.3978091632840416,27.000946853898196,0.8460579922447925,-40.29677482134607,54.417738719345756
Ritonavir_0,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,729.0631907239689,5.712964161508911,37,6,5,4,1,48,13,-9.387192360686845,3.0372440770492606,28.96030368798516,-10.284248443331165,20.643259877612618,99.0,1.0,23.14628696282022,0.469704062910766,44.61850622691567,0.7559511374219358,-44.6909146879756,53.024221504431836
Ritonavir_1,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,735.3945483498698,6.449520623657643,37,6,5,4,1,48,13,-8.664557213380155,2.521816998501823,38.44150235226388,-9.610606601267374,20.0,99.0,1.0,22.472436331110885,0.40254377945646475,43.60657106552697,0.8890005734569248,-38.51515112566416,46.659595055486186
Ritonavir_2,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,736.7715363962404,5.973961640262872,37,6,5,4,1,48,13,-8.680610221393557,3.8898814377422415,44.10265172318152,-9.825663588414182,20.0,99.0,1.0,22.833009920974423,0.30144319164142397,40.27583305246301,0.9759489627593767,-51.42183981721101,52.39450564780831
Ritonavir_3,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,702.4724855936439,6.299410398909043,37,6,5,4,1,48,13,-9.461336607781542,2.7584798068024448,32.10956075234683,-10.736815438021655,20.0,99.0,1.0,22.797189280090883,0.31490455054569794,35.38254563575413,0.4675698018342685,-40.02172076654422,56.56156157846849
Ritonavir_4,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,719.4013886453259,6.247470938133756,37,6,5,4,1,48,13,-9.401850584236362,2.622638547923308,59.36114496427109,-10.149327143917274,20.0,99.0,1.0,24.0,0.3401416092861403,35.29386989456414,0.7473919616426887,-60.0,49.771781634771685
Ritonavir_5,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,701.7028479111091,5.822079165583178,37,6,5,4,1,48,13,-8.515024804335898,2.878655416516031,52.9519834353821,-9.277900701723578,20.0,99.0,1.0,22.755414817038467,0.3188896446366454,31.171357576112566,0.935287850543372,-49.841852943765105,46.78937284549347
Ritonavir_6,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,712.251036231949,5.863082296398635,37,6,5,4,1,48,13,-8.777172010494818,2.991246028266872,29.208485272770048,-9.542855642050881,21.323208175362826,99.0,1.0,24.0,0.37053508204904756,34.1520060518298,1.3180786226561563,-44.414137823555976,46.315982131896
Ritonavir_7,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,717.3158730795865,6.482378616908607,37,6,5,4,1,48,13,-9.428875861997403,3.3561674570033677,38.66186903591385,-10.136966712721614,20.0,99.0,1.0,21.709964861756347,0.34231039747843184,35.22756716018738,0.569358975996185,-49.47289530826548,52.39901151633868
Ritonavir_8,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,713.8471694561697,5.9254364386164164,37,6,5,4,1,48,13,-8.62805835325208,3.096783398568612,63.196817331014756,-9.408754077715692,20.0,99.0,1.0,21.056139510402897,0.37163328193812795,40.60269135063001,0.3677754980009845,-43.795432451108645,51.07559244884963
Ritonavir_9,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,703.4349988189107,6.4899602323899455,37,6,5,4,1,48,13,-9.221415568026684,2.8636145986226205,29.01147298956814,-10.155043542561705,20.0,99.0,1.0,22.879090402705366,0.3061158566785438,34.98979842593422,0.8531488229935901,-53.187729098526496,53.57007607945703
Bebtelovimab_0,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,354.27892452719647,0.34182877675827206,18,2,0,4,1,20,5,-8.383530767462085,1.7148116687819523,27.211626190550554,-9.274629134127728,43.73652088957641,68.5585489652632,1.0,4.7974594890590465,0.39552027302569365,26.224961312970887,0.9921672236382884,-41.554049003427444,57.17766680518171
Bebtelovimab_1,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,348.86539634280876,-0.12305557057509242,18,2,0,4,1,20,5,-8.109658564939435,1.6929009677898352,25.09109280190978,-9.311464999220012,40.3091138230396,60.18161713902637,4.685046557539211,6.970799713792826,0.4704367065989386,30.521641670869627,0.796710012102676,-31.43256464893802,53.78594549053372
Bebtelovimab_2,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,356.1029102371406,0.03346109197632152,18,2,0,4,1,20,5,-8.59401967850441,0.9520668112462132,46.93037520705005,-9.592387444448923,42.72213686882081,55.27319576952908,8.436216743550467,1.96897938198423,0.3784473945720949,30.120603632690724,0.4267231423408271,-33.657308497982996,63.650917578957234
Bebtelovimab_3,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,335.7252694782083,0.3464522917345182,18,2,0,4,1,20,5,-9.240838874576436,1.6828958168367962,23.092995189310045,-10.353805633899107,39.011060430495995,63.66868653235396,3.379748522273399,6.534382474438785,0.34278379432841083,28.953062160128425,0.9380566878572627,-36.77565577701625,60.34733458763434
Bebtelovimab_4,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,349.7802321457653,0.4472833396118153,18,2,0,4,1,20,5,-8.091232993497973,1.095930935840551,48.91781463118214,-9.30128253708871,44.872443083226756,49.64867740657899,8.556817760316981,9.102525717609902,0.38733841182785167,34.54432610737512,0.6633015905940294,-43.58820549054898,56.912670839981786
Bebtelovimab_5,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,348.26522685209545,0.23644423562472283,18,2,0,4,1,20,5,-8.13002710467412,1.379344748025196,37.261547155378636,-9.063154563413331,48.567721557445914,57.90115835683914,8.125299871696075,7.353268463473427,0.37786086788062323,23.87524503536161,1.0349391519070927,-28.109985936321312,63.09391520714666
Bebtelovimab_6,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,345.15383977463847,-0.1530467981037723,18,2,0,4,1,20,5,-9.301550522153523,1.8883527693601645,35.059574856165284,-10.533607694649069,41.36612456144347,65.77953214776758,1.0,9.450350638921227,0.3587662717377172,25.329618577353177,0.5312911613142737,-50.48048544794294,64.79306694478974
Bebtelovimab_7,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,331.82377826353337,0.1635373720167106,18,2,0,4,1,20,5,-9.006251872164622,1.1783269113347108,26.010192917599277,-10.034788162485006,41.45408983594202,55.06005548731244,5.129829290756989,0.997476714116857,0.36395192334077603,26.113404736308144,1.0585493158357946,-31.780227013931764,64.63907113520371
Bebtelovimab_8,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,353.8936453305047,-0.43429136057164763,18,2,0,4,1,20,5,-8.167053950304627,1.9416054762041828,22.97250911012452,-9.218279476068412,53.9542990162493,57.4997474721159,5.989787875738839,6.3429998257799936,0.3765709047050594,26.459701209447086,0.7195487004206977,-40.402510507420466,62.09712305912888
Bebtelovimab_9,CCCCCCCCC1=NC=CN1.C1=CC=C(C=C1)CBr,332.3154542264138,-0.34384740263380964,18,2,0,4,1,20,5,-9.063291425042516,1.1799332521220414,38.0016107731032,-10.09883377687958,38.370376144331175,66.99468153998103,1.0,5.705874811839303,0.3480946233668771,21.40709607827157,0.6134904224706117,-46.80604492749921,65.30274361656126
Sotrovimab_0,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,502.7087945826797,-0.40281647038154517,22,5,8,4,1,35,8,-9.273958343271095,1.388385912865227,20.87383970013934,-10.440775046111327,26.520860320216176,47.757585830262165,1.0,8.497499122455837,0.3055602762220694,33.83770800640384,0.7642044633890047,-47.71993741083237,66.4191144810398
Sotrovimab_1,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,493.1117977005923,-0.5319363591771238,22,5,8,4,1,35,8,-9.202127704855968,0.7074764431237315,31.51590921044053,-9.964326213743297,25.1338165574302,59.39906417793694,1.0,9.366804038413802,0.3574215598445172,28.894822203638128,1.1545963825082683,-49.08022927213767,53.388041176730276
Sotrovimab_2,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,480.24709437539786,-0.25836578533913307,22,5,8,4,1,35,8,-9.1362233617737,1.0141174782868605,41.87188723407921,-10.17454744429251,23.967587336013093,56.01629510503686,1.0,8.317022228704143,0.36478493154542424,35.398921813780376,0.8774571265099269,-44.543384639785415,58.47081602949996
Sotrovimab_3,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,495.5568155340746,0.02974180370720164,22,5,8,4,1,35,8,-9.15021732973922,0.7868315281498035,25.364242962912964,-9.94925918765964,22.627771881394665,56.93747146452314,2.212745116085015,6.439230639381278,0.327751430396551,31.769095306105015,0.5489773002285294,-43.309605540384524,55.8730609384382
Sotrovimab_4,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,472.81194671700507,-0.1968478905336118,22,5,8,4,1,35,8,-8.509631907640903,0.41649374298772074,25.26542520275229,-9.269620722532041,24.19264867156938,64.65152787156411,6.166423333387732,9.547490130036262,0.2746229551000844,25.86740641877148,0.6870728313092511,-42.65807237950945,60.330626080207885
Sotrovimab_5,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,470.7473254024514,-0.5377359557001749,22,5,8,4,1,35,8,-8.56802366452198,0.9839434210629648,31.337749470827994,-9.654620034643012,20.0,48.98301397618134,4.33092538982352,5.6199522223361145,0.4982857699085362,32.958985889237844,0.9270496538823633,-47.31388355899399,54.02774940393063
Sotrovimab_6,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,480.3858054891985,-0.2097693331309129,22,5,8,4,1,35,8,-9.092616896050382,0.47713872022637555,39.64464988804946,-10.034511186700248,28.65886663142838,51.1645885989929,1.0650345285091167,11.06035127127102,0.3353183137772783,38.235508517702,1.0576947358341235,-47.93280146367287,64.37382230632805
Sotrovimab_7,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,497.1910625807141,0.0491956515653193,22,5,8,4,1,35,8,-8.741460845410039,0.5373731099899512,56.482543018489714,-9.959369666858661,27.77527224813365,56.19453256719963,3.0320162926520355,7.874152001866508,0.2998994487311616,32.50650568973814,1.046102681314645,-40.916891141984955,63.99967714083313
Sotrovimab_8,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,482.26401892973024,0.028915474150677356,22,5,8,4,1,35,8,-8.574502013288779,1.1341374454647108,28.638377672784088,-9.28190120849079,25.06059109566293,58.45150149730489,1.9847365115861222,4.965252848359382,0.3126138396462535,35.1983256990459,0.8594083531785646,-39.640504566291995,59.97630076094155
Sotrovimab_9,CC(=O)OCC1C(C(C(O1)N2CNC3C2N=C(NC3=O)NC4=CC=CC=C4)OC(=O)C)OC(=O)C,482.2501001172828,-0.1741086235629909,22,5,8,4,1,35,8,-8.255511452073238,1.2944048177230796,28.99035349150812,-9.483171320606871,23.06128069747873,58.5670701730697,1.0,10.030262251147043,0.3219363015556914,30.238227709068852,0.7553051099140856,-34.53715638652429,57.98896811403617
Bamlanivimab_0,C1=CC=C(C=C1)CN2C3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)C(=C42)C6=CC=C(C=C6)F,420.0510858307321,5.910474113131395,29,2,1,4,1,32,15,-9.468966622354282,3.523794782273457,27.92837899014535,-10.75432615342036,50.49891994637712,99.0,1.0,22.799944880371157,0.4816115728476292,27.848645758241364,0.6929009124620544,-38.60894410382862,59.915942820385524
Bamlanivimab_1,C1=CC=C(C=C1)CN2C3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)C(=C42)C6=CC=C(C=C6)F,435.0364555684283,5.967033946092075,29,2,1,4,1,32,15,-8.671933236461165,3.030858487481123,30.4623248182396,-9.831768585831218,47.473199864233656,99.0,1.0,23.082250985628153,0.31674896462972707,33.23728959390633,0.8022066849092891,-42.93505149410682,61.36203520250294
Bamlanivimab_2,C1=CC=C(C=C1)CN2C3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)C(=C42)C6=CC=C(C=C6)F,438.3408247221517,5.953895906339855,29,2,1,4,1,32,15,-9.626752939205465,2.947507552075165,56.319270965405025,-10.536964949810043,51.53334321953909,99.0,1.0,18.919256089996363,0.3355096403454284,27.07809152335898,0.6274462148477715,-40.5619291012841,66.07885267449949
Bamlanivimab_3,C1=CC=C(C=C1)CN2C3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)C(=C42)C6=CC=C(C=C6)F,413.9794703964564,6.208453213070698,29,2,1,4,1,32,15,-9.363749687485928,2.9366608577549913,27.56270459290492,-10.34156503374988,47.233768531252615,99.0,1.0,18.755672619031227,0.3472815886698674,30.44346156289962,0.9321495526218112,-42.16227738657956,65.17056840194917
Bamlanivimab_4,C1=CC=C(C=C1)CN2C3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)C(=C42)C6=CC=C(C=C6)F,421.1811308067769,6.6786299863551575,29,2,1,4,1,32,15,-8.699032775518472,2.9896306756404893,47.546804547543395,-9.70150733447121,47.49944350481914,99.0,1.0,22.358036546896166,0.4930132879603477,27.17652490831872,0.7182165284686098,-37.575326716728526,53.48835203999361
